Image_id,Image_title,Image_url,Class_id,class_description,x_min,x_max,y_min,y_max
05955dbe4bf76a9d,Calzone Pizza With Egg,https://c7.staticflickr.com/7/6184/6032221525_c1fe38c633_z.jpg,/m/0663v,Pizza,0.0,0.45898399999999995,0.13671875,0.7705077499999999
95e7e0213be8c106,Franco Manca Pizza II,https://c7.staticflickr.com/5/4060/4675629344_4757b2c489_z.jpg,/m/0663v,Pizza,0.0,1.0,0.16484375,0.83515625
a2545c811824d57e,It is true that this cheese pizza cost about half what Saban's in Gronau Germany would have cost me but I would gladly pay the difference if I was able to moped over to eat lunch there. #timplates #timages Enjoy,https://c3.staticflickr.com/8/7578/15603434597_4ddf726e31_z.jpg,/m/0663v,Pizza,0.0,0.653125,0.13125,0.753125
63ed594dc6b8b707,say cheese!,https://c4.staticflickr.com/4/3202/3787471985_56c261b908_z.jpg,/m/0663v,Pizza,0.36625,0.87625,0.5556769375,0.7289629062499999
aa69b8ebee92267f,jamon + queso pizza,https://c6.staticflickr.com/6/5047/5321209757_276ce92ddc_z.jpg,/m/0663v,Pizza,0.12875,0.9412499999999999,0.246875,0.771875
c264e06934427ba8,飲んだり食べたりなう。フットニック@恵比寿,https://c8.staticflickr.com/3/2634/4215699440_4d9ebbb218_z.jpg?zz=1,/m/0663v,Pizza,0.70875,0.95875,0.31124975,0.62
92b8d1c582b69b6e,pizza margelita & fromage,https://c2.staticflickr.com/1/37/108393027_70131fbf29_z.jpg?zz=1,/m/0663v,Pizza,0.0,0.9992189999999999,0.1390625,0.8742184999999999
0e8b918bbf04ffde,Pizza com Ovo (Pizza with Egg),https://c2.staticflickr.com/4/3173/3112733737_9b18fce650_z.jpg,/m/0663v,Pizza,0.064375,0.8324999999999999,0.34187525,0.78250025
93b783d504b45ceb,Pizza ménage à trois,https://c4.staticflickr.com/3/2620/3884666562_d4843b807a_z.jpg?zz=1,/m/0663v,Pizza,0.0,1.0,0.13124975,0.84374975
fa8db8d76d2c417b,Pizza Rustica,https://c4.staticflickr.com/5/4137/4932649430_3797a80ff2_z.jpg,/m/0663v,Pizza,0.09,0.9371430000000001,0.1543476125,0.7956612531249999
8e2c0e9162d520a0,Swiss chard Tart with Petit Salad,https://c1.staticflickr.com/6/5566/14986015369_2c7429a13c_z.jpg,/m/0663v,Pizza,0.1968751125,0.717187375,0.4375,0.735937
320bbf66a6fe490b,Home Slice Pizza,https://c8.staticflickr.com/4/3517/3846441882_11cd0719df_z.jpg,/m/0663v,Pizza,0.00078125,0.9536650390624999,0.3660861875,0.780625625
c2ee945cf33f87fe,Pizza Party @ ARK-Web,https://c7.staticflickr.com/4/3252/2725033906_3197b8b9d6_z.jpg?zz=1,/m/0663v,Pizza,0.125,0.875,0.253125,0.978125
bf847c9e46e72891,ピッツェリア・ギタロー,https://c2.staticflickr.com/5/4051/4518162956_3b42f2f741_z.jpg,/m/0663v,Pizza,0.0,1.0,0.13375025000000001,0.875
1bc585dad523c828,Corn & chilies,https://c2.staticflickr.com/6/5559/14677042428_de482daf9c_z.jpg,/m/0663v,Pizza,0.0,0.9984379999999999,0.004688,0.9984379999999999
93204a2bb6a43892,NYC Pizza Expedition 2009 stop #6,https://c4.staticflickr.com/3/2241/3848969804_459e1f0cdc_z.jpg,/m/0663v,Pizza,0.45,0.790625,0.33562474999999997,0.719375
2cc124a9e93524b4,pajoen,https://c7.staticflickr.com/4/3049/2883633963_c28b12023d_z.jpg,/m/0663v,Pizza,0.04375,0.983125,0.366875,0.83624975
