Image_id,Image_title,Image_url,Class_id,class_description,x_min,x_max,y_min,y_max
4d2f031e785c6217,Burguer,https://c5.staticflickr.com/5/4111/4945842061_9562a7df55_z.jpg,/m/02y6n,French fries,0.605625,0.999375,0.2193755,0.7643564375
ccaa00ccb26e24c5,26th St. Fish N' Chips #cbtlph,https://c3.staticflickr.com/1/774/21102976422_4528bbbd45_z.jpg,/m/02y6n,French fries,0.021875,0.7390625,0.037500125,0.9765624875000001
0ee97af83cdff0e1,Tokyo McDonalds Teriyaki Burger,https://c5.staticflickr.com/3/2028/5778903072_f417477f7b_z.jpg,/m/02y6n,French fries,0.5775,0.9568749999999999,0.40968712812499997,0.835937653125
bb0286e5a07363bc,What is it about curly food that makes it taste so good?,https://c5.staticflickr.com/3/2890/12296061663_41f64e1337_z.jpg,/m/02y6n,French fries,0.664062,1.0,0.154687,0.882812
746aa78fd02d0dcb,_DSC0009,https://c5.staticflickr.com/8/7080/7160191041_34530fc284_z.jpg,/m/02y6n,French fries,0.1594219859375,0.9049223187500001,0.3034461328125,0.6910009765625
0ef15da3e499d253,Jonis005,https://c3.staticflickr.com/8/7317/10712015945_60dc55e3d3_z.jpg,/m/02y6n,French fries,0.516272703125,0.732201265625,0.554375,0.755
8f76bbd2174fa975,Vizzi's Monster Burger,https://c1.staticflickr.com/5/4054/4630137081_4893b9e115_z.jpg,/m/02y6n,French fries,0.500625,1.0,0.16124975,0.56812475
06f3edd628f2808d,DSC01762.jpg,https://c6.staticflickr.com/6/5450/9061038654_1a18475a79_z.jpg,/m/02y6n,French fries,0.00078125,0.8363486328125,0.1773393359375,0.8314063671875
6ddf452802e2fb97,"mango juice, fish and chips",https://c7.staticflickr.com/4/3270/2850621337_b044d455d4_z.jpg,/m/02y6n,French fries,0.484360475,0.72270880625,0.533125,0.761875
3d37e2daf93580b1,Hooters BBQ Cheddar Bacon Burger,https://c3.staticflickr.com/1/187/372575533_62a9a74157_z.jpg?zz=1,/m/02y6n,French fries,0.07421900000000001,0.424805,0.273859465625,0.6890202234375
4b453db3252d7687,"Chargrilled El Paso burger at The Bailie Bar, Stockbridge, Edinburgh",https://c6.staticflickr.com/4/3174/3559259190_e794aed9a2_z.jpg,/m/02y6n,French fries,0.055625,0.42000000000000004,0.30045636875000004,0.70016871875
735a2570b279f3cb,Fabby first course by @stewymc13. Looking forward to crumble by @rosiebarley by lisabarley,https://c7.staticflickr.com/3/2929/14140517525_ed879161cd_z.jpg,/m/02y6n,French fries,0.464063,0.976562,0.098438,0.29843800000000004
2c051955e188e5e8,Lunch tray at IKEA,https://c8.staticflickr.com/4/3470/3970438692_2664a312b5_z.jpg,/m/02y6n,French fries,0.2875,0.70875,0.33875,0.79625
