Image_id,Image_title,Image_url,Class_id,class_description,x_min,x_max,y_min,y_max
5679f6f54ccdd644,Hot Pockets,https://c5.staticflickr.com/4/3898/14715859986_6097e0567f_z.jpg,/m/01j3zr,Burrito,0.484375,0.8793749999999999,0.344062209375,0.67218755
76482cf06311ba62,DSCF4094,https://c6.staticflickr.com/7/6159/6216568569_c560b71b86_z.jpg,/m/01j3zr,Burrito,0.0,0.8886719999999999,0.183989309375,0.5971965421875001
acdcad95015be682,Peking duck wrap,https://c1.staticflickr.com/4/3604/3331024723_4c9d1cb8dc_z.jpg?zz=1,/m/01j3zr,Burrito,0.10874999999999999,0.9099999999999999,0.125,0.7900002500000001
e258324ea0c6b2ec,A Top Lunch in Quantico Due to My Train Travel Error,https://c1.staticflickr.com/1/572/21875077445_b7fe25eac4_z.jpg,/m/01j3zr,Burrito,0.0,0.324375,0.16937525,0.545
70a839c0e708879a,Mmm... breakfast porn,https://c4.staticflickr.com/9/8252/8588588829_9ff9c80008_z.jpg,/m/01j3zr,Burrito,0.0,0.749375,0.28198185000000003,0.7205204125000001
cf11a7d5185ff853,Day 67: Luch at Taco Bell,https://c6.staticflickr.com/2/1014/966599269_ee8220a997_z.jpg,/m/01j3zr,Burrito,0.44000000000000006,0.9875,0.31000025,0.65875025
02a3f7268c838f91,HOLY SHIT: A SPICED APPLE GARNISH!,https://c2.staticflickr.com/4/3929/19238502528_dec80d500a_z.jpg,/m/01j3zr,Burrito,0.24437480000000003,0.7606249999999999,0.460625,0.999375
f7573faac6f33281,chorizo breakfast burrito,https://c3.staticflickr.com/5/4150/4989900635_e2eb5b9963_z.jpg,/m/01j3zr,Burrito,0.0,0.700625,0.1265625,0.6090624218749999
080c13db8aeac9c5,rashed ali san fransico,https://c3.staticflickr.com/6/5541/11389768823_008033ceb4_z.jpg,/m/01j3zr,Burrito,0.168125,0.883125,0.40549222343749997,0.6871380874999999
04c03bb29477b36d,Koob - The Kabob Factory,https://c2.staticflickr.com/3/2135/5786644960_cec11e3451_z.jpg,/m/01j3zr,Burrito,0.06,0.9581250000000001,0.20375000000000001,0.8743752499999999
f624f48f760a98ac,Tom's Famous Family Restaurant- Breakfast Burrito,https://c1.staticflickr.com/9/8347/8156759287_400a20a0a1_z.jpg,/m/01j3zr,Burrito,0.136719,0.9316410000000002,0.2254259234375,0.7569857468750001
0a99ca1ae21ce34a,Un burrito de Camarones,https://c6.staticflickr.com/4/3501/3998850884_e89b1d93ac_z.jpg?zz=1,/m/01j3zr,Burrito,0.069423828125,0.728392578125,0.1671875,0.8028407375000001
f69fc310fa558775,Lumpia Malang,https://c6.staticflickr.com/1/105/298555278_f95e9a888c_z.jpg?zz=1,/m/01j3zr,Burrito,0.39125,0.8575000000000002,0.361249975,0.5824998
251f52d5dac8edaf,Carnitas burrito,https://c2.staticflickr.com/8/7496/15817365526_0c4c55cfed_z.jpg,/m/01j3zr,Burrito,0.299375,0.751875,0.33250025,0.734375
609801f4ffb1f70e,Veggie Wrap with Eggplant Dip,https://c3.staticflickr.com/4/3553/3309868881_e66dfac3a1_z.jpg,/m/01j3zr,Burrito,0.0075049999999999995,0.874922,0.0765625,0.82586564375
110b7f04c60465a4,Kitchen 24 breakfast wrap,https://c7.staticflickr.com/6/5585/14741443988_d44a580633_z.jpg,/m/01j3zr,Burrito,0.12062500000000001,0.9981250000000002,0.16640625,0.832967928125
cc27b94d46d44ac4,Mmm... burrito for breakfast,https://c7.staticflickr.com/3/2194/5722032209_132ea3c954_z.jpg,/m/01j3zr,Burrito,0.0,0.63,0.16796875,0.5228019140625
30d22b769fa0a427,Chicken Burrito,https://c8.staticflickr.com/4/3783/10635105653_76beb5cd47_z.jpg,/m/01j3zr,Burrito,0.0,0.60375,0.125,0.764375
1d47a0061ec1532d,365.319: Mission burrito,https://c3.staticflickr.com/6/5263/5604461826_4e481c9935_z.jpg,/m/01j3zr,Burrito,0.10125000000000002,0.7625,0.29062475,0.72187475
4c66921a7c7835a4,Maybe I just haven't had a decent burrito in a while but this is pretty good!,https://c5.staticflickr.com/9/8814/18190340446_a9bdd0e2ed_z.jpg,/m/01j3zr,Burrito,0.0,0.9859370000000001,0.170312,0.9828129999999999
60eb911e8f68caf8,Cuban Burrito with Soy Chicken,https://c7.staticflickr.com/4/3659/3389183330_c535ac44b3_z.jpg,/m/01j3zr,Burrito,0.16640625,0.832967928125,0.0,0.609375
3c4b95b7e86f90b2,دياي فاهيتا بـ خبز الراب,https://c1.staticflickr.com/3/2778/4367625569_8bdcf3151f_z.jpg?zz=1,/m/01j3zr,Burrito,0.12265600000000002,0.8804690000000001,0.1390625,0.702344
faf568aabb07ef2a,"Veggie Burrito Soccer Practice and Mexican for Lunch April 05, 2012 5",https://c5.staticflickr.com/6/5032/7155608726_6fa76402bc_z.jpg,/m/01j3zr,Burrito,0.1265625,0.70746544375,0.2573796875,0.8923859375000001
37b6e66136244824,Mission burrito,https://c6.staticflickr.com/8/7350/9564704810_52dc009be9_z.jpg,/m/01j3zr,Burrito,0.12375,0.999375,0.22531281874999998,0.7953121343749999
0014d375542ce4c8,Ruta de la Gamba a La Barceloneta,https://c6.staticflickr.com/4/3887/15222879186_ef3edcae48_z.jpg,/m/01j3zr,Burrito,0.491875,0.78,0.5344074875,0.668908334375
957732e6054bae25,Mmm... chimichangas,https://c4.staticflickr.com/8/7018/6438669915_1554b21133_z.jpg,/m/01j3zr,Burrito,0.146875,0.406875,0.1796875,0.541017296875
45119eddf20dabf8,Fried fish burrito,https://c2.staticflickr.com/9/8031/7997160242_984c1025a9_z.jpg,/m/01j3zr,Burrito,0.049375,0.993125,0.20375000000000001,0.77999975
49d411cf30e62b27,"@Chili_Bomb is taking orders for Sunday pick up at Buzz Fest 2013  Venue: No 19 Spg 528-462,  Kg Sg Hanching, Jalan Muara Sunday 28 April 2012 10am- 8:00pm  FOR BOOKING: Simply Whatsapp them at 7166289  Other eVendors who will be participating : @artsygla",https://c3.staticflickr.com/9/8405/8685837346_622735c796_z.jpg,/m/01j3zr,Burrito,0.021875,0.9515622875,0.15156258125,0.8140621437499999
3f2c4db7b8130b84,Zaragoza | King Kebab | Kebab,https://c7.staticflickr.com/8/7059/6862566837_a2432b1190_z.jpg,/m/01j3zr,Burrito,0.08625,0.755625,0.33749975,0.63374975
7f30f1e7982c8815,roll em up and eat em,https://c8.staticflickr.com/3/2696/4424798675_d482bf4fa9_z.jpg,/m/01j3zr,Burrito,0.0,0.380625,0.11328125,0.74603665625
3f1743a58ad895cf,IMG_20120227_123034,https://c3.staticflickr.com/8/7042/6791281460_f4b7a45208_z.jpg,/m/01j3zr,Burrito,0.352539,0.867188,0.39648425,0.7070315
b43d0453b5307327,Mmm... breakfast burrito,https://c8.staticflickr.com/8/7356/16527287945_b77f69c8f6_z.jpg,/m/01j3zr,Burrito,0.0075,0.58,0.22943235,0.7061322375000001
0110305419877bdf,one of those not-foil burritos,https://c6.staticflickr.com/3/2429/3991383969_92613360ec_z.jpg,/m/01j3zr,Burrito,0.33968750000000003,0.486640625,0.338154,0.8642939999999999
0ecf1aad0c4d8877,Caprese Sandwich,https://c5.staticflickr.com/9/8187/8128936888_0dc6f3e997_z.jpg,/m/01j3zr,Burrito,0.288125,0.58,0.321875,0.60437525
2f2028e1d70722d5,All I remembered it to be. Glorious. More Boston trips to come.,https://c6.staticflickr.com/5/4091/4846815420_e237eb4f14_z.jpg,/m/01j3zr,Burrito,0.229382540625,0.68493371875,0.211429,0.741429
08a4163150194fae,"2012 Bizarre Bazaar June 23, 2012 4",https://c1.staticflickr.com/9/8432/7848519888_eb7cd627ff_z.jpg,/m/01j3zr,Burrito,0.364,0.599,0.6145320750000001,0.8325936359374999
