Image_id,Image_title,Image_url,Class_id,class_description,x_min,x_max,y_min,y_max
644b0c7f2afbdbe6,Eclectic? Beef and vegetable stir fry 無国籍肉野菜炒め,https://c3.staticflickr.com/8/7414/10469249465_242f7fa7cf_z.jpg,/m/0hkxq,Broccoli,0.25015624999999997,0.34109375000000003,0.531667,0.626667
0d83df9b67b7e8cf,menu planning vego4,https://c4.staticflickr.com/6/5108/5725265043_bdde506c94_z.jpg,/m/0hkxq,Broccoli,0.1453125,0.23801504375000002,0.332520096875,0.503220959375
03890f34cf5e175b,closeup,https://c5.staticflickr.com/5/4144/5113352446_7868d3cc33_z.jpg,/m/0hkxq,Broccoli,0.07625,0.4675000000000001,0.27874999999999994,0.79499975
6dd3fa5828b970d8,20120905-FNS-LSC-0103,https://c1.staticflickr.com/9/8316/7941482432_4e85defe17_z.jpg,/m/0hkxq,Broccoli,0.0,0.999375,0.16640625,0.832967928125
01dfe47c66fbe336,Chicken Stir Fry,https://c6.staticflickr.com/9/8253/8713731509_1b42cf803f_z.jpg,/m/0hkxq,Broccoli,0.525,0.645625,0.42374975,0.5774997500000001
e1fe453d2871d648,Clam Sauce Pasta (with recipe),https://c2.staticflickr.com/4/3090/2927140443_4babe72661_z.jpg,/m/0hkxq,Broccoli,0.698125,0.82,0.753125,0.8743752499999999
0988f435c72f5b00,Fractal cauliflower,https://c7.staticflickr.com/1/29/61276031_260ac7a253_z.jpg?zz=1,/m/0hkxq,Broccoli,0.0,0.9984379999999999,0.125,0.8734377500000001
78131ec46bc33338,Pferdefilet,https://c1.staticflickr.com/7/6197/6144504136_b52144ca6a_z.jpg,/m/0hkxq,Broccoli,0.1675,0.63,0.396875,0.75562475
01d054ab7e63ce04,Bok Choi,https://c1.staticflickr.com/9/8664/16298068095_fa85b10c83_z.jpg,/m/0hkxq,Broccoli,0.125,0.23562500000000003,0.0,0.1525
4a544189b603d2f0,Dinner early today,https://c8.staticflickr.com/8/7780/18259755656_d2fcc6c564_z.jpg,/m/0hkxq,Broccoli,0.274375,0.86875,0.503125,0.9
11bb6e1b2a051872,IMG_1192,https://c4.staticflickr.com/7/6011/5936832013_d0d3aaee04_z.jpg,/m/0hkxq,Broccoli,0.1675,0.8087500000000001,0.1775,0.79874975
b5b60f65cafda916,I'm thinking of going on a diet...not really,https://c8.staticflickr.com/3/2255/2035926563_6056813a4d_z.jpg?zz=1,/m/0hkxq,Broccoli,0.0,0.170312,0.16640625,0.4034025921875
9c9e0a0f1a4d3eca,BROCOLLI,https://c2.staticflickr.com/7/6086/6060326595_c065c39f0c_z.jpg,/m/0hkxq,Broccoli,0.196875,0.8825,0.4418473828125,0.766375390625
b09f668049e9c0b5,Original,https://c8.staticflickr.com/1/162/398652422_e1ac9df97c_z.jpg,/m/0hkxq,Broccoli,0.7725,0.999375,0.5963852421875,0.832967928125
009b9d30a3f2bc86,Business meal,https://c5.staticflickr.com/9/8345/8204761256_b0183b8850_z.jpg,/m/0hkxq,Broccoli,0.20437475,0.27125000000000005,0.488125,0.575
93b8720c265e2c37,Hortalizas,https://c3.staticflickr.com/4/3801/10437982983_7f84f954bf_z.jpg,/m/0hkxq,Broccoli,0.6765986328125,0.7602177734375,0.453750125,0.5512499375
7ede2b4a5b6ba480,raw broccoli salad2,https://c5.staticflickr.com/7/6001/5997108424_7056e197b4_z.jpg,/m/0hkxq,Broccoli,0.1453125,0.704062359375,0.039470703125,0.829484375
b71acb26dd211a1f,Roast Lamb with Yorkshire Pudding in Gravy,https://c4.staticflickr.com/9/8239/8609899248_f2cee4ff58_z.jpg,/m/0hkxq,Broccoli,0.4931357421875,0.6248046875,0.2198077109375,0.3272619453125
79c520a1a890bb71,Easy Peasy Chicken Insurance baked chicken,https://c7.staticflickr.com/8/7057/6791028626_3967fcbda8_z.jpg,/m/0hkxq,Broccoli,0.00125,0.143125,0.3779533921875,0.5644656578125
b60cf260e26e2fad,"LG 콤비 냉장고, 유럽 속으로",https://c3.staticflickr.com/5/4080/4750216919_7d275e80f5_z.jpg,/m/0hkxq,Broccoli,0.0,0.234375,0.6076513703125,0.7372085078125
00242e0447fb7877,"Broccoli and cauliflower, 10/22/14",https://c3.staticflickr.com/4/3947/15620924622_b00d836e01_z.jpg,/m/0hkxq,Broccoli,0.0,0.255,0.36,0.773125
fd32c96cbac65c22,Dinner yesterday,https://c4.staticflickr.com/8/7604/16793284652_df5f981cba_z.jpg,/m/0hkxq,Broccoli,0.11372949218750002,0.69219921875,0.16617096874999998,0.7819906375000001
0b3afdbac018dd7f,Saewoo-Gooyee,https://c1.staticflickr.com/1/163/420525423_e861e7a2d5_z.jpg?zz=1,/m/0hkxq,Broccoli,0.243164,0.322266,0.21427161562500002,0.35200713749999996
fb9bc8c4b02a6357,BROCCOLI,https://c3.staticflickr.com/7/6002/5941767410_f2a97afa2b_z.jpg,/m/0hkxq,Broccoli,0.0,0.999375,0.2548845703125,0.7920121875
7421b8827efdfc7c,potatoes broccoli mustard win sauce,https://c8.staticflickr.com/4/3906/14676280610_8cbba127f5_z.jpg,/m/0hkxq,Broccoli,0.4837753906250001,0.6453974609375,0.5156164999999999,0.675527440625
569c3fe51f3d37f2,"Sydney Food Blog Review of Tamagta Ya, Neutral Bay: Premium Wagyu Beef Steak, $10.80",https://c1.staticflickr.com/1/687/21219648582_1801a0653d_z.jpg,/m/0hkxq,Broccoli,0.723291015625,0.831201171875,0.512033,0.672199
8ec140de3ae97b17,Roast of the day - silverside at Wheelers Hill Hotel,https://c3.staticflickr.com/1/297/18301898675_9c73846953_z.jpg,/m/0hkxq,Broccoli,0.0,0.114375,0.73625,0.8743752499999999
01782afd31239fa6,Mmm... mojo roast chicken,https://c7.staticflickr.com/4/3779/19174480539_0d40a3ed39_z.jpg,/m/0hkxq,Broccoli,0.078125,0.67625,0.18188737500000002,0.766813925
